2.857282901835750399e-01 -1.072315423365691710e-02 -2.200370991660188097e-02 -1.414464336033659231e-02 -2.129288534272039384e-03 2.667358049580996308e-03 -3.841755195939553186e-04 -3.990302645817614814e-04 -4.074123621441357057e-05 -1.634371194902646887e-04 -7.907250992303370711e-05 -6.325133584361686957e-06 -6.790780973617431039e-05 2.716722852598858712e-06
-1.072315423365691710e-02 1.791936175533007380e-01 -8.650522175416239809e-04 1.352248047655777016e-03 -5.282929413259694271e-03 -4.149848419983671356e-03 -3.643063065984600583e-04 -3.467015757446856371e-04 3.117866892527037799e-04 -1.755556515354932362e-04 -7.877208195669613343e-05 -6.452379741147617022e-05 1.058637146261465878e-05 -3.515853319549414968e-05
-2.200370991660188097e-02 -8.650522175416239809e-04 2.347948058960596662e-01 7.158727233890317850e-03 -2.678573102891590387e-04 -1.498348916236364164e-03 -1.186855823154408032e-03 -2.050765094474000028e-05 -5.330003944159671168e-05 5.273030303575646638e-05 5.769566283644692593e-05 1.745776291426859023e-06 4.119647525414322608e-05 2.598763956603104266e-05
-1.414464336033659231e-02 1.352248047655777016e-03 7.158727233890317850e-03 1.339491110638623417e-01 4.020228156625407778e-03 8.694825349680819666e-04 1.141740056971830494e-03 5.900769876557421635e-04 5.379025102360322861e-04 3.200748213334035771e-04 2.054525878109487980e-04 1.089844794705925683e-04 4.895430879191817533e-05 5.420953165293301780e-06
-2.129288534272039384e-03 -5.282929413259694271e-03 -2.678573102891590387e-04 4.020228156625407778e-03 3.867664788050594049e-02 1.442054392311071772e-03 1.330953274015982167e-03 6.947672425536981526e-04 2.851049454460944060e-04 2.518861687247770905e-04 1.004886149426082457e-04 9.411116175057566882e-05 5.927934085522650992e-05 4.722058245474286900e-05
2.667358049580996308e-03 -4.149848419983671356e-03 -1.498348916236364164e-03 8.694825349680819666e-04 1.442054392311071772e-03 9.986851532813291465e-03 9.697766873473024404e-04 3.201888572786872793e-04 2.163203866861457389e-04 1.406765696625062736e-04 8.234222914499035497e-05 5.215537317761314429e-05 3.027194061367680352e-05 1.646173941757530523e-05
-3.841755195939553186e-04 -3.643063065984600583e-04 -1.186855823154408032e-03 1.141740056971830494e-03 1.330953274015982167e-03 9.697766873473024404e-04 2.665736348558644768e-03 3.769496625907442196e-04 2.487541966834620082e-04 1.342747888940463432e-04 8.378101620368234696e-05 4.373949977632731330e-05 2.810460878802388584e-05 1.134065910125804973e-05
-3.990302645817614814e-04 -3.467015757446856371e-04 -2.050765094474000028e-05 5.900769876557421635e-04 6.947672425536981526e-04 3.201888572786872793e-04 3.769496625907442196e-04 6.283079447390445228e-04 1.080316591299220527e-04 6.726864134037632110e-05 4.305531891597729919e-05 2.021850116733078516e-05 1.492058188795745636e-05 7.225446312778219739e-06
-4.074123621441357057e-05 3.117866892527037799e-04 -5.330003944159671168e-05 5.379025102360322861e-04 2.851049454460944060e-04 2.163203866861457389e-04 2.487541966834620082e-04 1.080316591299220527e-04 1.899321044482294406e-04 4.886835650440263219e-05 2.896800482390455211e-05 1.649891719832974785e-05 9.651763997323802290e-06 3.702631804693327478e-06
-1.634371194902646887e-04 -1.755556515354932362e-04 5.273030303575646638e-05 3.200748213334035771e-04 2.518861687247770905e-04 1.406765696625062736e-04 1.342747888940463432e-04 6.726864134037632110e-05 4.886835650440263219e-05 6.999789986851020628e-05 2.593049801419289392e-05 1.445478157135830450e-05 8.095530899580458334e-06 3.659901508752498420e-06
-7.907250992303370711e-05 -7.877208195669613343e-05 5.769566283644692593e-05 2.054525878109487980e-04 1.004886149426082457e-04 8.234222914499035497e-05 8.378101620368234696e-05 4.305531891597729919e-05 2.896800482390455211e-05 2.593049801419289392e-05 2.958200483915168511e-05 1.190501777055038870e-05 6.632368310368465944e-06 3.370672603088160472e-06
-6.325133584361686957e-06 -6.452379741147617022e-05 1.745776291426859023e-06 1.089844794705925683e-04 9.411116175057566882e-05 5.215537317761314429e-05 4.373949977632731330e-05 2.021850116733078516e-05 1.649891719832974785e-05 1.445478157135830450e-05 1.190501777055038870e-05 1.193678185874069457e-05 5.748137093876258816e-06 2.826959059066382427e-06
-6.790780973617431039e-05 1.058637146261465878e-05 4.119647525414322608e-05 4.895430879191817533e-05 5.927934085522650992e-05 3.027194061367680352e-05 2.810460878802388584e-05 1.492058188795745636e-05 9.651763997323802290e-06 8.095530899580458334e-06 6.632368310368465944e-06 5.748137093876258816e-06 5.612038917770461428e-06 2.547731714509493952e-06
2.716722852598858712e-06 -3.515853319549414968e-05 2.598763956603104266e-05 5.420953165293301780e-06 4.722058245474286900e-05 1.646173941757530523e-05 1.134065910125804973e-05 7.225446312778219739e-06 3.702631804693327478e-06 3.659901508752498420e-06 3.370672603088160472e-06 2.826959059066382427e-06 2.547731714509493952e-06 2.548886935792532308e-06
