2.310431470671869647e+02 2.299854803446454454e+01 9.834127652146436915e+00 7.191267069657926392e+00 1.566256063542854182e+00 1.050592461298265112e+00 3.369908364522309352e-01 1.015938428821069328e-01 1.832128920494698610e-01 2.828402254486887465e-02 3.810956530743428439e-02 2.085504957908981480e-02 1.110416563359777758e-02 7.649857230618082281e-03 9.148044404135248844e-03
2.299854803446454454e+01 4.529536529430547631e+01 1.008289791113899803e+01 4.381150649744972370e+00 1.975739232629558639e+00 4.278926430981056517e-01 8.092148257601768091e-02 9.715800111907355041e-02 3.141474306132627237e-02 2.879466479631229842e-02 1.432212829665057210e-02 1.122712296365039990e-02 1.338909222461702594e-03 2.137958779943568738e-04 -2.847361074219373345e-03
9.834127652146436915e+00 1.008289791113899803e+01 1.295187116685905515e+01 3.585199214421988856e+00 1.300243145072470297e+00 5.562032013291653421e-01 1.248450415109631784e-01 1.311093296443112122e-01 6.447787252777084643e-02 3.157025696988904201e-02 9.977861144719204697e-03 5.671052878533974079e-03 2.640019716266299703e-03 5.110344347953420371e-04 -2.272750216535840070e-03
7.191267069657926392e+00 4.381150649744972370e+00 3.585199214421988856e+00 4.104682016827579716e+00 9.176491824439688694e-01 4.192495215475798842e-01 1.333261821863155616e-01 7.108841579606867134e-02 2.162638075955171379e-02 1.320498689466387265e-02 1.092001867056477393e-02 5.985689124339387511e-03 4.143925635738086866e-03 1.253700056197236488e-03 5.308326757476193488e-05
1.566256063542854182e+00 1.975739232629558639e+00 1.300243145072470297e+00 9.176491824439688694e-01 8.951138755646501632e-01 1.997709746986692791e-01 7.162879016404911925e-02 2.527375144935896378e-02 1.285429448402933272e-02 2.949268625477619032e-03 2.556305331373468631e-03 2.361635715832722474e-03 1.932147450145670900e-03 4.885279373254733078e-04 7.084287359590258053e-04
1.050592461298265112e+00 4.278926430981056517e-01 5.562032013291653421e-01 4.192495215475798842e-01 1.997709746986692791e-01 2.636573251653632211e-01 4.345698481522689699e-02 1.602458050496900419e-02 4.596052974463625887e-03 1.867202921390195792e-03 2.001440691026948066e-03 8.862181791728773045e-04 4.137289411224477479e-04 3.736426735381500426e-04 8.041689796004834290e-05
3.369908364522309352e-01 8.092148257601768091e-02 1.248450415109631784e-01 1.333261821863155616e-01 7.162879016404911925e-02 4.345698481522689699e-02 5.372068632811902861e-02 9.703506611387007624e-03 3.431086570257387176e-03 2.032001087447266735e-03 1.477439719811709032e-03 3.377636878821672819e-04 3.810259979516504667e-04 -1.073365585022322585e-04 -8.408077506849726543e-05
1.015938428821069328e-01 9.715800111907355041e-02 1.311093296443112122e-01 7.108841579606867134e-02 2.527375144935896378e-02 1.602458050496900419e-02 9.703506611387007624e-03 1.649864649002936307e-02 1.686938290603119716e-03 4.767267578681758382e-04 4.340170402342599632e-04 1.614733267666016553e-04 1.483260584498850170e-04 1.406836419248845939e-04 4.693689367674028885e-05
1.832128920494698610e-01 3.141474306132627237e-02 6.447787252777084643e-02 2.162638075955171379e-02 1.285429448402933272e-02 4.596052974463625887e-03 3.431086570257387176e-03 1.686938290603119716e-03 4.975854257747605418e-03 1.003955069482219409e-03 3.599817544281174657e-04 1.172736995417009062e-04 5.702217452578705535e-05 2.710930310997734129e-05 3.663968088263246082e-05
2.828402254486887465e-02 2.879466479631229842e-02 3.157025696988904201e-02 1.320498689466387265e-02 2.949268625477619032e-03 1.867202921390195792e-03 2.032001087447266735e-03 4.767267578681758382e-04 1.003955069482219409e-03 2.299514332802911429e-03 4.187814963976022368e-04 2.445670590731916557e-04 7.332210215810712863e-05 1.572661881558181643e-05 9.969013310312174812e-06
3.810956530743428439e-02 1.432212829665057210e-02 9.977861144719204697e-03 1.092001867056477393e-02 2.556305331373468631e-03 2.001440691026948066e-03 1.477439719811709032e-03 4.340170402342599632e-04 3.599817544281174657e-04 4.187814963976022368e-04 9.003182468255154251e-04 1.955445626012572717e-04 7.099567127085310578e-05 1.541538429056599696e-05 2.580291509376972628e-05
2.085504957908981480e-02 1.122712296365039990e-02 5.671052878533974079e-03 5.985689124339387511e-03 2.361635715832722474e-03 8.862181791728773045e-04 3.377636878821672819e-04 1.614733267666016553e-04 1.172736995417009062e-04 2.445670590731916557e-04 1.955445626012572717e-04 3.415632597096465522e-04 9.774565232430937648e-05 4.115218415098742267e-05 2.864304932268267045e-05
1.110416563359777758e-02 1.338909222461702594e-03 2.640019716266299703e-03 4.143925635738086866e-03 1.932147450145670900e-03 4.137289411224477479e-04 3.810259979516504667e-04 1.483260584498850170e-04 5.702217452578705535e-05 7.332210215810712863e-05 7.099567127085310578e-05 9.774565232430937648e-05 1.673351284504203133e-04 5.269972359685952591e-05 3.131939362496997649e-05
7.649857230618082281e-03 2.137958779943568738e-04 5.110344347953420371e-04 1.253700056197236488e-03 4.885279373254733078e-04 3.736426735381500426e-04 -1.073365585022322585e-04 1.406836419248845939e-04 2.710930310997734129e-05 1.572661881558181643e-05 1.541538429056599696e-05 4.115218415098742267e-05 5.269972359685952591e-05 7.651292347383443213e-05 3.055929633078392288e-05
9.148044404135248844e-03 -2.847361074219373345e-03 -2.272750216535840070e-03 5.308326757476193488e-05 7.084287359590258053e-04 8.041689796004834290e-05 -8.408077506849726543e-05 4.693689367674028885e-05 3.663968088263246082e-05 9.969013310312174812e-06 2.580291509376972628e-05 2.864304932268267045e-05 3.131939362496997649e-05 3.055929633078392288e-05 4.460270120353737730e-05
