1.094050452608908763e+01 -1.011111748601376981e+00 1.206420511943434803e+01 1.026442238579266863e+00 1.333343266749013978e+01
1.017732428142131340e+01 -1.270009158268591731e+00 1.204150718858143776e+01 1.037249410860443755e+00 1.336090200657234206e+01
1.187867845985513604e+01 -1.052650740682756769e+00 1.204143123078172373e+01 9.686437525489913769e-01 1.325976464899384943e+01
1.189657356606150884e+01 -2.234870947497974214e+00 1.199074874679129366e+01 1.001767718061528978e+00 1.323553231886513259e+01
1.089926413845400255e+01 -1.835206232491368272e+00 1.201247841821444773e+01 1.033005202464846617e+00 1.332757229731996951e+01
1.171687122171000084e+01 -1.804279311050895007e+00 1.196969153016726750e+01 1.091941612011892770e+00 1.337354533878791152e+01
1.071763979606683037e+01 -1.637591446459527145e+00 1.202319305322586729e+01 1.061959866070522729e+00 1.331406709630987706e+01
1.007658556116049553e+01 -2.216301846180637192e+00 1.200767934785569935e+01 1.111279873619593017e+00 1.333688630235870853e+01
1.020956841287508432e+01 -1.100111031085107438e+00 1.204560999629490325e+01 1.109142033657794402e+00 1.336980135861226415e+01
1.167915463863859138e+01 -1.278644373224874231e+00 1.200049928440792790e+01 1.069996705916579138e+00 1.336443048150469615e+01
1.168565675813114524e+01 -1.866618365055635387e+00 1.198900801990384579e+01 1.012125204889210206e+00 1.330305163232349130e+01
1.185705805620994369e+01 -1.552620328431426389e+00 1.199627860542748792e+01 9.935619399628217163e-01 1.328250262132517001e+01
1.074461866901418539e+01 -1.805355917502015517e+00 1.201022588394989654e+01 1.081991792022896304e+00 1.333554382589985821e+01
1.129337791195463403e+01 -2.117184052938435812e+00 1.199905894908468440e+01 1.091929152803952308e+00 1.330253579826469057e+01
1.017981809064199439e+01 -5.772601828444119398e-01 1.222884222775147478e+01 9.956146916226709109e-01 1.324031496794547103e+01
1.039481777193467593e+01 -8.868175323873230820e-01 1.209757961462387676e+01 1.030016453433645118e+00 1.332886023329684910e+01
1.133965866387373289e+01 -9.919139867264223920e-01 1.208163891969829606e+01 1.021308961460368092e+00 1.325192158099246065e+01
1.164120989802747275e+01 -1.798216369284729277e+00 1.199136085883179526e+01 1.074875122961680862e+00 1.330082675875691400e+01
1.114541241851449627e+01 -2.097521084543922054e+00 1.200470859354284237e+01 1.063051749927987677e+00 1.330071284348362859e+01
1.150723084524512352e+01 -2.092262615973116358e+00 1.199033352854073620e+01 1.056186513505298796e+00 1.331068101702383188e+01
1.141677327414097398e+01 -1.779349590306950724e+00 1.200263993011408381e+01 1.091538154426269669e+00 1.329275695153494574e+01
1.177555844189178025e+01 -2.094442874979675295e+00 1.196266811932960650e+01 1.019086081762411444e+00 1.337294909857680558e+01
1.006002720644000092e+01 -1.864570160637800900e+00 1.205962297247814163e+01 9.993819054202067731e-01 1.327594428663404358e+01
1.053636445958708379e+01 -2.026791080209934481e+00 1.201973742529673572e+01 1.082674425373332694e+00 1.330603881481838791e+01
1.072900390667476778e+01 -1.871259849194883973e+00 1.202089858202322326e+01 1.048166718526097885e+00 1.331394166452285432e+01
1.026161240685044795e+01 -1.077036921806440617e+00 1.205807247302013785e+01 1.094629966029412760e+00 1.334633403104368021e+01
1.129319378586224332e+01 -7.284140973367608796e-01 1.211326795035590465e+01 1.053246266895831784e+00 1.329086187729078539e+01
1.154506756928046229e+01 -1.471840403521351259e+00 1.199695699115297209e+01 1.036851256535715082e+00 1.334736768027184084e+01
1.113140785675944322e+01 -1.088734675691354070e+00 1.202460495361799708e+01 1.092782622787638491e+00 1.338645269677900451e+01
1.059923260525197897e+01 -1.573788871078776630e+00 1.202390586840682118e+01 1.099448152071502705e+00 1.332687648194882435e+01
1.149634429893104937e+01 -1.710420893624367444e+00 1.200355569009779089e+01 1.039135330993769202e+00 1.329002907545346268e+01
1.170584770368182781e+01 -1.158536028208010826e+00 1.202441761082298477e+01 9.915227351436984859e-01 1.331377345550438918e+01
1.192809376012498745e+01 -1.236325913222865891e+00 1.202238149576666970e+01 9.650057524143773602e-01 1.325356229978839551e+01
1.133356909331932982e+01 -1.801906958496960698e+00 1.199507033990958149e+01 1.044115020524153614e+00 1.333285799880253109e+01
1.118697692841492142e+01 -1.928632442092181210e+00 1.200266147227351254e+01 1.067530592589367444e+00 1.332262592864373651e+01
1.086396462922023254e+01 -1.045530154791295185e+00 1.207178105783833111e+01 1.089998227676612697e+00 1.328947383172273966e+01
1.194710352781209828e+01 -1.351640191757202070e+00 1.199396568405584063e+01 9.857526955851355632e-01 1.330972095534021626e+01
1.168411928094986330e+01 -9.076845603354199987e-01 1.207178635069462302e+01 1.036979798206129955e+00 1.327022535419743754e+01
1.131602841995387720e+01 -1.953444228900165669e+00 1.197979067415456988e+01 1.068023811919147859e+00 1.337490700725589576e+01
1.116491317346616619e+01 -2.284583624132119795e+00 1.197188624935386514e+01 1.097789105186660175e+00 1.339437075900222673e+01
1.087738138317974013e+01 -9.367941339679054513e-01 1.208422617974016333e+01 1.024137636987502153e+00 1.330998161580228079e+01
1.163040263420401743e+01 -1.349738874003674427e+00 1.199860671014412006e+01 1.057584628844927321e+00 1.335287222284762620e+01
1.016670735159857486e+01 -1.116259981276961577e+00 1.207816659719319929e+01 1.035500249746752477e+00 1.330379378303733340e+01
1.097628175481755264e+01 -9.790521770422851988e-01 1.206959092155361191e+01 1.087666896591276355e+00 1.330109201537092822e+01
1.132815261197937318e+01 -9.043725418792192272e-01 1.206050974535854614e+01 1.092250085662471060e+00 1.333479338523149060e+01
1.141907781017891388e+01 -1.506636924408919720e+00 1.199399861657395405e+01 1.049173161284877365e+00 1.336133532732779194e+01
1.076555667831677354e+01 -8.064788342328856885e-01 1.211180304721257883e+01 1.057155777845599554e+00 1.329771441295604895e+01
1.081084043778567860e+01 -6.964860739105236398e-01 1.212221263997894383e+01 1.057021715234123915e+00 1.332005180956744361e+01
1.033652662230760022e+01 -1.479217766412946000e+00 1.202790241214769296e+01 1.107382011995856619e+00 1.332820388990843163e+01
1.069584280691815437e+01 -1.986068018436682348e+00 1.200412489147194961e+01 1.038229821201739123e+00 1.335068998483933811e+01
1.041628211771912227e+01 -1.049757149434704440e+00 1.208169149496064243e+01 1.028409524045452494e+00 1.331763250966359458e+01
1.104017666606747028e+01 -1.655889887667667315e+00 1.201712654402514779e+01 1.038781432904795965e+00 1.331155028019257536e+01
1.014992210797167260e+01 -1.325283231557550234e+00 1.206609360479536797e+01 1.040892719476044892e+00 1.329098582427475606e+01
1.155452409797536539e+01 -8.885578856608161713e-01 1.207003499800215174e+01 9.711512738652999799e-01 1.329996782436776392e+01
