1.000000000000000000e+00 3.519343760698900869e-01 2.018866312199486535e-01 3.907193147297102209e-01 2.289199845027479474e-01 2.895204935299663385e-01 1.167988353681832930e-01 1.340920097093342180e-02 5.187958866167791810e-02 1.654043356154667466e-01 -6.551166990377500776e-02 2.464031283655768179e-01 1.191121270977730379e-01 -7.863929628688645646e-02 7.295617784738606115e-02 2.032459179333968025e-01 nan nan nan nan 1.163861585045924268e-01 1.646374322669536261e-01 nan nan nan
3.519343760698900869e-01 1.000000000000000000e+00 5.310945581462703929e-02 3.349871113751530793e-01 2.050808861306040454e-01 2.949788962618916655e-01 2.165334449274283479e-01 1.406466765377639705e-01 1.158812360477544552e-02 6.685455925831977619e-02 5.436234349044754416e-02 1.332262415195880623e-01 5.436234349044753722e-02 -5.665943604856055887e-02 3.239995672030674401e-01 2.326538662189530371e-01 nan nan nan nan 2.281690803036641457e-01 2.580722131632506855e-01 nan nan nan
2.018866312199486535e-01 5.310945581462703929e-02 1.000000000000000000e+00 1.686885601138689850e-01 -3.794901594696835356e-02 4.017809761874052699e-02 1.547249446001912158e-02 -2.825986526270943613e-02 -5.659752785133514291e-03 -9.338592095470345245e-02 -7.593614509513914312e-02 -5.347624547073624030e-02 -7.593614509513914312e-02 -5.347624547073618478e-02 3.106478662982962990e-02 -5.659752785133533373e-03 nan nan nan nan -5.347624547073624030e-02 3.596893625282394924e-02 nan nan nan
3.907193147297102209e-01 3.349871113751530793e-01 1.686885601138689850e-01 1.000000000000000000e+00 -1.169613974518974794e-02 2.351101594036164588e-01 1.525992306426709744e-01 2.571102236687534126e-01 -7.594109947207676459e-02 8.502806863967556084e-02 -6.175100367637972876e-02 9.477868990929776138e-02 3.641725857837778413e-02 -4.348669301720717306e-02 1.345855208331357689e-01 8.502806863967557471e-02 nan nan nan nan -4.348669301720719388e-02 -7.149953873015829631e-02 nan nan nan
2.289199845027479474e-01 2.050808861306040454e-01 -3.794901594696835356e-02 -1.169613974518974794e-02 1.000000000000000000e+00 1.248217292441075044e-01 1.469802166596258508e-01 9.914653046614506360e-02 -5.887712909959471469e-02 2.274273418160809579e-01 -4.787554882347464652e-02 -3.371523004917764688e-02 -4.787554882347466040e-02 -3.371523004917761912e-02 1.267293939444912310e-01 8.427510635824345120e-02 nan nan nan nan -3.371523004917765381e-02 1.467359665612950892e-01 nan nan nan
2.895204935299663385e-01 2.949788962618916655e-01 4.017809761874052699e-02 2.351101594036164588e-01 1.248217292441075044e-01 1.000000000000000000e+00 2.169827804799949467e-01 7.678208009163764447e-02 6.719322315990945704e-02 6.719322315990941541e-02 2.568788601335457167e-01 1.809008998749366826e-01 4.085597108790681165e-01 -3.273444854879798555e-02 -4.648284135749901347e-02 1.915508302021299014e-01 nan nan nan nan -3.273444854879813126e-02 2.974319268611786415e-01 nan nan nan
1.167988353681832930e-01 2.165334449274283479e-01 1.547249446001912158e-02 1.525992306426709744e-01 1.469802166596258508e-01 2.169827804799949467e-01 1.000000000000000000e+00 1.274939489191914688e-01 -3.227598193166945212e-02 2.345388020367979998e-01 -2.624500162331903225e-02 -1.848242556203076939e-02 -2.624500162331902878e-02 -1.848242556203078674e-02 2.991930185058412350e-01 2.345388020367979998e-01 nan nan nan nan -1.848242556203076592e-02 3.464261557036646400e-01 nan nan nan
1.340920097093342180e-02 1.406466765377639705e-01 -2.825986526270943613e-02 2.571102236687534126e-01 9.914653046614506360e-02 7.678208009163764447e-02 1.274939489191914688e-01 1.000000000000000000e+00 -3.851447935165109443e-02 -3.851447935165108749e-02 -3.131779461412947246e-02 -2.205482080093758637e-02 -3.131779461412947246e-02 -2.205482080093749964e-02 2.460683862538728950e-01 -3.851447935165109443e-02 nan nan nan nan -2.205482080093759331e-02 -3.626188621469481066e-02 nan nan nan
5.187958866167791810e-02 1.158812360477544552e-02 -5.659752785133514291e-03 -7.594109947207676459e-02 -5.887712909959471469e-02 6.719322315990945704e-02 -3.227598193166945212e-02 -3.851447935165109443e-02 1.000000000000000000e+00 -2.479338842975217436e-02 -2.016058011694287638e-02 -1.419761471714598051e-02 -2.016058011694289720e-02 -1.419761471714601868e-02 -2.016058011694289026e-02 -2.479338842975217436e-02 nan nan nan nan -1.419761471714597878e-02 -2.334329959150436770e-02 nan nan nan
1.654043356154667466e-01 6.685455925831977619e-02 -9.338592095470345245e-02 8.502806863967556084e-02 2.274273418160809579e-01 6.719322315990941541e-02 2.345388020367979998e-01 -3.851447935165108749e-02 -2.479338842975217436e-02 1.000000000000000000e+00 -2.016058011694285557e-02 -1.419761471714596837e-02 -2.016058011694287985e-02 -1.419761471714600827e-02 -2.016058011694286251e-02 -2.479338842975217089e-02 nan nan nan nan -1.419761471714596490e-02 -2.334329959150436770e-02 nan nan nan
