3.924476047198726861e-09 -1.445286857000091822e-03 -2.726764832131597688e-04 -4.688601904287285384e-05 4.398182875272360387e-05 3.202307334303162783e-05 9.055531551394748428e-06 -1.281265953879867724e-06 -8.158273952641712000e-06 -5.936695573387582143e-06 -3.569440139377956788e-06 -2.219096986971554345e-06 -1.778066090014316541e-06 -1.076453565792869421e-06 -7.371995806977342537e-07 -6.763455682476763593e-07 1.813827686532914007e-09 3.848524527520980628e-10 1.231681644210595659e-10 5.001834493017308973e-11 3.331936180500917409e-11 2.307350572875688739e-11 1.134758761146079251e-11 9.915458833267768337e-12 1.150055935287174859e-11 2.335094372869133467e-12 3.368885023275636750e-12
-1.445286857000091822e-03 1.102782823619490046e+03 1.808394125373686165e+02 6.860168032111801040e+01 1.949368886840441206e+01 1.413322639826852978e+01 9.720946652158952261e+00 7.846488555034047074e+00 5.499683494179482324e+00 3.608912332565249681e+00 1.928115392388154881e+00 1.105082175377529063e+00 1.101980138327487424e+00 7.024101099960481376e-01 5.196211112922822783e-01 4.256336662144483696e-01 -7.530698243354757302e-04 -1.487423894751353770e-04 -3.699120333203955200e-05 -1.797552980769895328e-05 -1.101387997865039226e-05 -8.611573201581845926e-06 -3.661506458858122658e-06 -2.514042816394981074e-06 -2.642761018699020050e-06 -3.959249877155234051e-07 -8.798546863511751868e-07
-2.726764832131597688e-04 1.808394125373686165e+02 1.689258102320306421e+02 3.280812012944218736e+01 2.666335919284793476e+01 1.176034585613380301e+01 7.910704474680365195e+00 3.384640578003152989e+00 1.793055967116505833e+00 1.083786502151785625e+00 5.950277313421931114e-01 3.273164346328231167e-01 3.486301780447367271e-01 2.304602432000142365e-01 1.826004445563103040e-01 1.457475804614003223e-01 -1.625597832836194975e-04 -2.821091611577156705e-05 -6.519294801259337432e-06 -4.051287732723569889e-06 -2.804862336506100691e-06 -1.301210731635498957e-06 -6.384064797198665440e-09 -5.629427568062195402e-07 4.788359644315248150e-08 1.978276354133276623e-07 1.528239769107326222e-08
-4.688601904287285384e-05 6.860168032111801040e+01 3.280812012944218736e+01 5.639887428462485985e+01 2.210016801601779690e+01 1.389448498551700162e+01 8.495824982901066136e+00 4.338548710336289638e+00 1.795731014776293266e+00 1.006641838826370261e+00 4.137133407877879865e-01 3.331605761745879968e-01 2.838530138995289942e-01 2.107768264615835219e-01 1.721348862413634717e-01 1.285777213884258530e-01 -3.913187261850077528e-05 -7.880604618583854736e-06 -5.819559409532396392e-06 -1.257849092464641663e-06 2.635630323507052759e-09 4.648862581444352714e-07 5.114337471280286140e-07 -6.833954852980508284e-08 4.597109403004185521e-07 1.700460526797306154e-07 1.532953159903188423e-07
4.398182875272360387e-05 1.949368886840441206e+01 2.666335919284793476e+01 2.210016801601779690e+01 2.314218899355219605e+01 1.276429568641547263e+01 7.658321710810706229e+00 4.129288247637485476e+00 1.577892949266141098e+00 6.448048400206227715e-01 2.921108862904221448e-01 1.618195961893107437e-01 1.632660274017737057e-01 1.188854065447517427e-01 8.742870176302078300e-02 6.442596156186308765e-02 5.829729675338551052e-06 9.658403678051411654e-07 -1.082779565117954971e-06 1.887979144856600251e-07 5.187282612429353276e-07 3.858907470255948274e-07 4.263679281510505122e-07 4.241653506891497505e-07 4.328197074230452352e-07 2.399136790276657773e-07 2.818588692950140953e-07
3.202307334303162783e-05 1.413322639826852978e+01 1.176034585613380301e+01 1.389448498551700162e+01 1.276429568641547263e+01 1.161485000532395162e+01 5.890908064560395729e+00 3.232736049304415271e+00 1.263189133554175392e+00 4.847754484737890057e-01 2.173461247832315091e-01 1.646976585716241059e-01 1.361695340038079627e-01 9.835683930633892791e-02 7.358714843757735435e-02 5.405686518729131695e-02 4.953060743277214890e-06 1.170816796596300206e-06 -3.096005816691615435e-07 6.236843005155594854e-08 3.976932842171558460e-08 2.162549624115615508e-07 2.026103314676549324e-07 3.675625535421926058e-07 2.431854235527456063e-07 1.758246195051137734e-07 1.712745924419122085e-07
9.055531551394748428e-06 9.720946652158952261e+00 7.910704474680365195e+00 8.495824982901066136e+00 7.658321710810706229e+00 5.890908064560395729e+00 4.293655562795820835e+00 2.183290827063970152e+00 8.640016746046166318e-01 3.387886278539534723e-01 1.278003121535856434e-01 9.144533446132938059e-02 8.112366902658851853e-02 6.092527561438267764e-02 4.575124836586500626e-02 3.676565494648566940e-02 -1.790906845169932416e-06 -5.561687719910633546e-08 -5.304986157763571510e-07 -2.444976492520399414e-07 -5.864214463407595652e-08 -2.690445341034558052e-08 1.311899092156413398e-07 1.161725243211299347e-07 1.119888652687263619e-07 1.022930363047211216e-07 1.276009763315539456e-07
-1.281265953879867724e-06 7.846488555034047074e+00 3.384640578003152989e+00 4.338548710336289638e+00 4.129288247637485476e+00 3.232736049304415271e+00 2.183290827063970152e+00 1.465931006211660614e+00 5.539934495681586579e-01 2.082169146437667095e-01 7.899851707032269632e-02 4.977541197883642021e-02 5.278597315103063237e-02 3.572014740073774230e-02 2.692207526269926529e-02 1.959321621449049491e-02 -3.226705859390944384e-06 -8.162616557757700005e-07 -5.265598285291287067e-07 -7.896014447453136872e-08 -1.893104484596469052e-07 -7.548119125973217527e-08 4.770741021084143942e-08 4.378259652872828157e-08 2.093438046639518666e-08 3.230355917297898167e-08 5.961388334984983895e-08
-8.158273952641712000e-06 5.499683494179482324e+00 1.793055967116505833e+00 1.795731014776293266e+00 1.577892949266141098e+00 1.263189133554175392e+00 8.640016746046166318e-01 5.539934495681586579e-01 3.373948005581360321e-01 1.274955657606702542e-01 5.437608618379215913e-02 3.701594043071683438e-02 3.137264584918093846e-02 2.476330567353668757e-02 1.737474528923295750e-02 1.382780943877245060e-02 -4.637144447425817877e-06 -1.271534910013370866e-06 -5.294771829889303373e-07 -1.565977738156757950e-07 -1.321752722763058645e-07 -6.296983277251390034e-08 1.304831588841769321e-08 1.396283567633993747e-08 -1.141338776206080590e-08 1.473057971145296381e-08 1.611579836794927129e-08
-5.936695573387582143e-06 3.608912332565249681e+00 1.083786502151785625e+00 1.006641838826370261e+00 6.448048400206227715e-01 4.847754484737890057e-01 3.387886278539534723e-01 2.082169146437667095e-01 1.274955657606702542e-01 8.308428047882242262e-02 3.436348559341960429e-02 2.152633569295742816e-02 1.782221600269488782e-02 1.314718616383499412e-02 1.012110957647003630e-02 7.874290891631838610e-03 -3.346890065999110459e-06 -7.942350605614652889e-07 -2.632339249909000131e-07 -8.295649821666916021e-08 -7.421992095374084755e-08 -2.886607311015560112e-08 -2.316863316313006722e-09 -4.413668288527779968e-09 -7.161228958340435407e-09 5.837925241291334210e-09 7.384992834950763798e-09
