1.000000000000000000e+00 -7.236445619522097195e-01 -2.441771409477821730e-01 -1.926266282134921903e-01 -1.141086510983940622e-01 8.247561771161673883e-02 4.677281945764292376e-02 -4.514091474126183390e-02 -1.899730259351803119e-01 -3.024912297277074225e-01 -3.920556432215837606e-01 -2.926857438774520537e-01 -2.530453208522172037e-01 -2.809758525367262449e-01 -1.861980603170429460e-01 -2.272510207829244178e-01
-7.236445619522097195e-01 1.000000000000000000e+00 4.065423395551349128e-01 3.716478646476635839e-01 3.178005347153689542e-01 1.630629797465781849e-01 1.609706910464192842e-01 1.624190349425639057e-01 2.179648244336952201e-01 2.555265521245170812e-01 3.541138881078529921e-01 3.201220174940624941e-01 2.840336391359628565e-01 2.656993562850720747e-01 1.535569741306271052e-01 2.004640604084132471e-01
-2.441771409477821730e-01 4.065423395551349128e-01 1.000000000000000000e+00 5.423657207999207364e-01 4.621991021308660130e-01 4.113454290865657947e-01 4.415356312550294260e-01 3.565722785820141238e-01 4.363479582432446824e-01 3.775557000220067794e-01 3.067839600455463667e-01 3.230608482243683133e-01 2.726275699505723016e-01 3.194195474587483430e-01 2.358841318932086428e-01 2.281871261728589673e-01
-1.926266282134921903e-01 3.716478646476635839e-01 5.423657207999207364e-01 1.000000000000000000e+00 6.491436045169416413e-01 6.625910342273689801e-01 6.406217616189651132e-01 5.348026133309728980e-01 4.647986611495296683e-01 4.384242944364875050e-01 4.316774510996247427e-01 5.161745558174485327e-01 4.533331136981089138e-01 4.359200439121486692e-01 3.825297010736292691e-01 4.028894202073017294e-01
-1.141086510983940622e-01 3.178005347153689542e-01 4.621991021308660130e-01 6.491436045169416413e-01 1.000000000000000000e+00 7.576560310664266495e-01 7.363450438361577310e-01 6.526441480045780397e-01 5.619314125350106659e-01 5.106637707232374312e-01 5.057567083102691985e-01 5.166714801404150847e-01 4.886468475395964739e-01 4.814212131342996970e-01 4.141089429251512133e-01 3.817533294138580335e-01
8.247561771161673883e-02 1.630629797465781849e-01 4.113454290865657947e-01 6.625910342273689801e-01 7.576560310664266495e-01 1.000000000000000000e+00 8.657714862744799733e-01 7.567089251732230792e-01 6.189004152410401138e-01 4.537366535260296541e-01 3.873143078816669860e-01 4.853774117778944519e-01 4.261582659763199499e-01 4.363740763144638435e-01 3.814607005525570416e-01 3.639102338792655211e-01
4.677281945764292376e-02 1.609706910464192842e-01 4.415356312550294260e-01 6.406217616189651132e-01 7.363450438361577310e-01 8.657714862744799733e-01 1.000000000000000000e+00 8.602926283304093147e-01 6.667892928622526361e-01 4.712254537614180006e-01 3.999231070692935708e-01 4.546052970367685520e-01 4.436130374148097300e-01 4.618011445699687911e-01 3.911486791913948990e-01 3.827657238971028386e-01
-4.514091474126183390e-02 1.624190349425639057e-01 3.565722785820141238e-01 5.348026133309728980e-01 6.526441480045780397e-01 7.567089251732230792e-01 8.602926283304093147e-01 1.000000000000000000e+00 8.064433965618971190e-01 5.611039683394127842e-01 4.178334285279675653e-01 5.050984335284161020e-01 4.876944229638134343e-01 5.281792009975293523e-01 4.429117735314779258e-01 4.164064567217483637e-01
-1.899730259351803119e-01 2.179648244336952201e-01 4.363479582432446824e-01 4.647986611495296683e-01 5.619314125350106659e-01 6.189004152410401138e-01 6.667892928622526361e-01 8.064433965618971190e-01 1.000000000000000000e+00 6.581733031108878418e-01 5.574358223278459423e-01 5.659080069987018069e-01 5.546584667076164266e-01 6.179981591987360190e-01 5.070692700094753258e-01 5.010552021602668882e-01
-3.024912297277074225e-01 2.555265521245170812e-01 3.775557000220067794e-01 4.384242944364875050e-01 5.106637707232374312e-01 4.537366535260296541e-01 4.712254537614180006e-01 5.611039683394127842e-01 6.581733031108878418e-01 1.000000000000000000e+00 7.260457941049696107e-01 6.385234031634881013e-01 6.382467032311748278e-01 6.702537389795334422e-01 6.001266971165599706e-01 5.785933963190519336e-01
-3.920556432215837606e-01 3.541138881078529921e-01 3.067839600455463667e-01 4.316774510996247427e-01 5.057567083102691985e-01 3.873143078816669860e-01 3.999231070692935708e-01 4.178334285279675653e-01 5.574358223278459423e-01 7.260457941049696107e-01 1.000000000000000000e+00 7.732741743524342848e-01 7.355058469405428845e-01 6.915855964557927615e-01 6.440879078786465595e-01 6.053921249303320096e-01
-2.926857438774520537e-01 3.201220174940624941e-01 3.230608482243683133e-01 5.161745558174485327e-01 5.166714801404150847e-01 4.853774117778944519e-01 4.546052970367685520e-01 5.050984335284161020e-01 5.659080069987018069e-01 6.385234031634881013e-01 7.732741743524342848e-01 1.000000000000000000e+00 8.415823034657337054e-01 7.806340224052153998e-01 7.101256426725093274e-01 6.883676243359504454e-01
-2.530453208522172037e-01 2.840336391359628565e-01 2.726275699505723016e-01 4.533331136981089138e-01 4.886468475395964739e-01 4.261582659763199499e-01 4.436130374148097300e-01 4.876944229638134343e-01 5.546584667076164266e-01 6.382467032311748278e-01 7.355058469405428845e-01 8.415823034657337054e-01 1.000000000000000000e+00 8.437548030038304336e-01 7.751312524353789479e-01 7.644846591584515405e-01
-2.809758525367262449e-01 2.656993562850720747e-01 3.194195474587483430e-01 4.359200439121486692e-01 4.814212131342996970e-01 4.363740763144638435e-01 4.618011445699687911e-01 5.281792009975293523e-01 6.179981591987360190e-01 6.702537389795334422e-01 6.915855964557927615e-01 7.806340224052153998e-01 8.437548030038304336e-01 1.000000000000000000e+00 8.904958651101256839e-01 8.385482030387646502e-01
-1.861980603170429460e-01 1.535569741306271052e-01 2.358841318932086428e-01 3.825297010736292691e-01 4.141089429251512133e-01 3.814607005525570416e-01 3.911486791913948990e-01 4.429117735314779258e-01 5.070692700094753258e-01 6.001266971165599706e-01 6.440879078786465595e-01 7.101256426725093274e-01 7.751312524353789479e-01 8.904958651101256839e-01 1.000000000000000000e+00 9.025440688212763574e-01
-2.272510207829244178e-01 2.004640604084132471e-01 2.281871261728589673e-01 4.028894202073017294e-01 3.817533294138580335e-01 3.639102338792655211e-01 3.827657238971028386e-01 4.164064567217483637e-01 5.010552021602668882e-01 5.785933963190519336e-01 6.053921249303320096e-01 6.883676243359504454e-01 7.644846591584515405e-01 8.385482030387646502e-01 9.025440688212763574e-01 1.000000000000000000e+00
