1.000000000000000000e+00 4.183989104859821978e-02 4.615382149499396014e-02 2.085566857217398262e-02 -1.155555739160826351e-01 -4.755221674041020669e-02 3.479454463490874033e-02 2.058237521195128983e-02 -6.844038335491361980e-02 3.469548517395387721e-02 -6.736074686015217083e-02 -4.262152340073282336e-02 -8.509572313218972950e-02 3.480197231404290326e-02 1.887379364740615758e-03 1.212505822561212865e-01 -6.522860322212485976e-03 -2.360975986011715211e-02 1.277565684785966771e-01 -3.569695078751064510e-02 -7.313701150584296651e-02 -2.323802483209551004e-02 1.483229468128042516e-01 2.145063714659905044e-02 nan 1.684385482675400392e-01
4.183989104859821978e-02 1.000000000000000000e+00 4.928016946081855143e-01 4.795451029094215945e-01 4.989650398394759878e-01 4.506010544205665824e-01 2.628276205689826228e-01 2.569010426349443987e-01 1.672979643938147520e-01 1.510871817376699955e-01 2.469774185049609105e-01 2.280981322864318039e-01 1.018532001861275765e-01 2.895389860993876630e-01 2.172703346124822965e-01 1.253680765753497073e-01 3.551316563439847473e-01 1.606876574364995147e-01 5.229499197821430023e-02 9.014381336837849756e-02 1.045191091201017330e-01 2.944891652257797254e-01 8.609087731171370661e-02 1.347791147736807638e-01 nan 7.773948940871046320e-02
4.615382149499396014e-02 4.928016946081855143e-01 1.000000000000000000e+00 3.300085632169512673e-01 4.206332186758021674e-01 4.248607537392188327e-01 3.340267686744803899e-01 2.952042572914694851e-01 2.280440875672526402e-01 1.108462510403631640e-01 2.453926521611891898e-01 2.231901297564407305e-01 4.560437677837587966e-02 2.785743379480368209e-01 5.574246656767430086e-03 1.685278671206735801e-01 6.906475503157472051e-02 1.431033892011104036e-01 9.235189919487683807e-02 9.069749273347244012e-02 6.254678859028847682e-02 1.918591669446113868e-01 -3.187490537973133777e-03 2.073444182492354404e-01 nan 6.555742635821448783e-02
2.085566857217398262e-02 4.795451029094215945e-01 3.300085632169512673e-01 1.000000000000000000e+00 3.758824300115755634e-01 3.838224146742014176e-01 1.626367324886485999e-01 1.346519629513036609e-01 1.855340922019980965e-01 8.792429163861793101e-03 3.113380727150116822e-01 8.102217321496467395e-02 1.226080284153664296e-01 1.539251532614272222e-01 2.468437396805601147e-01 2.251377847686006906e-01 1.646332806660093240e-01 6.598458140044870246e-02 3.145608506702566448e-02 7.258540601829216454e-02 2.144549797675263658e-01 2.346695777087763612e-01 1.279697188424617216e-01 2.131649630763818581e-01 nan 2.789074283242394536e-02
-1.155555739160826351e-01 4.989650398394759878e-01 4.206332186758021674e-01 3.758824300115755634e-01 1.000000000000000000e+00 3.331859270662037020e-01 2.951656510575646486e-01 2.430947173660946703e-01 2.331409410176747132e-01 8.659713644172838121e-02 7.279280907269301826e-02 1.378780698028034546e-01 5.326885784759196468e-02 1.918956371523673210e-01 8.850999589993732708e-02 1.893595330214790234e-02 1.282732147675884338e-01 1.392758679140174705e-01 1.306553999133970023e-01 4.983145605828407515e-02 3.089773731703712722e-01 2.403032824558509473e-01 2.199011953089563542e-01 1.028841582725011361e-01 nan 2.783924282667691458e-02
-4.755221674041020669e-02 4.506010544205665824e-01 4.248607537392188327e-01 3.838224146742014176e-01 3.331859270662037020e-01 1.000000000000000000e+00 9.274260735327433114e-02 2.237098196858371968e-01 1.295892422946001432e-01 1.709781096420059654e-01 2.939315778515854682e-01 3.311131491791070025e-01 2.222601256192087149e-01 1.185442797083941374e-01 2.762681589164193707e-01 3.120280989474817912e-01 1.015044170204399410e-01 -1.656357955221141043e-02 -1.383025861453859341e-02 -7.402883943986848791e-02 5.539068511461655436e-02 2.282478028322809660e-02 5.791199576207758937e-02 1.831764622221885852e-01 nan -7.730382809376783182e-02
3.479454463490874033e-02 2.628276205689826228e-01 3.340267686744803899e-01 1.626367324886485999e-01 2.951656510575646486e-01 9.274260735327433114e-02 1.000000000000000000e+00 2.758278629202651211e-01 9.592858931149733648e-02 2.413784717381309286e-01 5.462475996697717384e-02 8.747768153307317052e-02 -4.460256650646549775e-02 -2.129728783672402842e-02 -8.095259663297804664e-02 1.412263212631376108e-01 5.177170726799201761e-02 4.092400432036506774e-02 2.008010166537409213e-01 1.412263212631377773e-01 1.674126277348884639e-01 3.427663213938015319e-01 7.086619062859382534e-02 -7.221842998739477770e-02 nan 5.215775499089625455e-02
2.058237521195128983e-02 2.569010426349443987e-01 2.952042572914694851e-01 1.346519629513036609e-01 2.430947173660946703e-01 2.237098196858371968e-01 2.758278629202651211e-01 1.000000000000000000e+00 -2.238675580944698984e-02 1.335759018792692931e-01 6.523758455559441893e-02 3.261471576952633677e-01 9.836546706604699063e-04 5.062165437513672234e-02 1.243606078858696534e-01 1.024712591898461200e-01 6.362282316535380899e-02 -9.049622970078491369e-02 7.720521118860942944e-02 1.572403804809699435e-01 -6.620922065906505172e-02 2.014821303586570300e-01 1.299411906106359704e-01 1.051395634786036898e-01 nan 3.862269678805865802e-02
-6.844038335491361980e-02 1.672979643938147520e-01 2.280440875672526402e-01 1.855340922019980965e-01 2.331409410176747132e-01 1.295892422946001432e-01 9.592858931149733648e-02 -2.238675580944698984e-02 1.000000000000000000e+00 7.871219781057209319e-02 1.202912774707127347e-01 9.800716134671526303e-02 2.897349269051950338e-01 5.732815462209804591e-02 -5.494340686693369863e-02 -4.589012260295137827e-03 1.077226375979422474e-01 1.630078336556569085e-01 -2.261360310618211814e-02 1.661222438226844511e-01 1.266356395996613982e-01 2.583043288723527175e-01 9.932559165520256361e-02 4.235735379137521572e-02 nan 1.805760872158636843e-01
3.469548517395387721e-02 1.510871817376699955e-01 1.108462510403631640e-01 8.792429163861793101e-03 8.659713644172838121e-02 1.709781096420059654e-01 2.413784717381309286e-01 1.335759018792692931e-01 7.871219781057209319e-02 1.000000000000000000e+00 -9.571722336962204536e-02 1.557277676994713589e-01 1.064868059041697464e-02 3.836078769656730419e-02 1.111416448325798501e-01 2.199505547965223129e-01 -3.613848894976843390e-02 1.064868059041697464e-02 1.926477786260965830e-01 2.231382439964741185e-02 1.248893837723230454e-01 -7.270569353453362749e-02 9.154682588960474932e-02 -6.194296130825060337e-02 nan -6.194296130825142216e-02
