1.172091775349927006e-12 -3.321979026947144246e-03 -4.747797075202311932e-04 -6.306719723603959160e-05 4.948645961579387672e-05 1.105512388485544118e-04 7.458457900794318357e-05 2.828103585988860162e-05 -6.077363399005752982e-07 -4.597252445600979389e-06 -3.679101066864462674e-06 -2.471227592117454122e-06 -1.220640337691345441e-06 -9.343914048420222730e-07 -3.833004577163286840e-07 -2.291610635456854517e-07 -2.462093165465344749e-14 3.247916058602568059e-15 -2.664420993439246028e-15 1.114006544884647042e-14 1.040174404678815454e-14 6.747253599210692875e-15 -1.350637614686174081e-14 3.291408768178463566e-15 -1.220475348817288803e-14 -6.749593125808985063e-15 1.000600000634499688e-15 6.621973823633933418e-15 2.315060610771303703e-15 -3.097597459455172795e-17 -1.374292530646429141e-15 -3.256117785716070983e-16 -6.085231815182351852e-16 -1.297339772467708803e-16 1.446635832529630144e-15 -1.037481004606479957e-15 -1.065715932019492824e-15 3.607881938275681220e-15 1.848927335283367452e-15 2.951422552727087888e-15 1.933235950546940313e-15
-3.321979026947144246e-03 1.145351567105931789e+07 2.167707916489407420e+06 7.789690566940662684e+05 2.953060747027901234e+05 -3.351748637826326740e+04 -6.754192321852265741e+04 -1.729297696966116564e+04 2.535492169689069488e+04 2.381416542423591454e+04 1.649576841460434298e+04 1.227844172712595537e+04 7.342833447054976205e+03 4.948798494550370378e+03 2.492540948663133804e+03 1.013187099886083729e+03 1.053713271575261316e-04 -1.596791738276475787e-06 -2.899871077458359149e-06 -3.026806238606627236e-05 -2.329953450916736016e-05 -1.429798781036426121e-05 4.312255673169200910e-05 -1.777077500818506330e-05 2.688492459564941788e-05 2.748738422295945812e-05 2.629480103616973519e-07 -2.261255288587027491e-05 -5.852448527658872654e-06 1.126052469936737930e-06 2.333112814929192445e-06 3.921005066047994348e-06 4.417962310478774638e-07 -3.826603379696755328e-06 -3.267790686662115240e-06 2.962812991952714326e-06 4.448819090329464559e-06 -1.031724176075858487e-05 -6.997764939822066782e-06 -5.857735140631664485e-06 -6.528973196125904086e-06
-4.747797075202311932e-04 2.167707916489407420e+06 1.085757420124161756e+06 5.771561019920759136e+05 4.039342736815748503e+05 2.542340933250706876e+05 1.451164565426639456e+05 7.167641546639011358e+04 3.133239979493977808e+04 1.530474723186683150e+04 8.633369649307040163e+03 6.486607715750126772e+03 4.462861973294349809e+03 3.076344019417489562e+03 2.376779165511934480e+03 1.454907164013528472e+03 4.508793114268889063e-05 7.201405881506159615e-06 -5.782012180064380861e-06 -4.410630857239459795e-06 -2.888680489197856127e-06 7.984625130189865889e-07 5.082125309001235209e-06 -2.439478011254840942e-06 6.501428225705196775e-06 8.202695935326787444e-06 3.095443810625346571e-06 -5.411928916115670906e-06 2.575317651993987139e-06 -1.164304585751257052e-06 -4.030717070317688696e-06 1.459893050405143460e-06 1.054478836797122500e-06 -4.224452239767228072e-06 6.856187310594017028e-07 2.474350664179308138e-07 3.636996162355004978e-06 -1.065536687106631281e-06 -2.186764313546804664e-06 1.980666336684657377e-06 -1.235405937729881198e-07
-6.306719723603959160e-05 7.789690566940662684e+05 5.771561019920759136e+05 5.288870213234281400e+05 3.817151631736108684e+05 2.657668736485466361e+05 1.584490455629787175e+05 7.359214052192562667e+04 2.787709462272738165e+04 1.151209027485291517e+04 6.156129643745097383e+03 4.646070383592369581e+03 3.582825012577367033e+03 2.228972900910833687e+03 1.858964622639404297e+03 1.185223425452563106e+03 1.875142544734870762e-05 7.355238029088841786e-07 -6.223875882415330113e-06 4.199740800042423204e-06 -1.204375832560819730e-06 -1.049065712525259655e-07 2.314292250102365482e-07 1.943144857453637558e-07 2.446625552205960240e-06 2.779025040327021399e-06 1.099299418771279413e-06 -3.498532801929849394e-06 1.852679117564791422e-06 -1.914725264186018831e-06 -3.187103899874886573e-06 -3.637867159542463531e-07 -3.703997526834825137e-07 -3.349452901622015687e-06 1.297981216374069387e-06 -3.085980341625926983e-07 4.891619601191779428e-06 2.049002689093910706e-07 -1.628414659951698341e-06 1.960127849118555174e-06 1.039317618639134752e-06
4.948645961579387672e-05 2.953060747027901234e+05 4.039342736815748503e+05 3.817151631736108684e+05 3.385294711050573387e+05 2.454400124892568565e+05 1.546924991799405252e+05 7.509855618776741903e+04 2.833769904858765949e+04 1.057945231521371898e+04 5.078334958849408395e+03 3.879644875472102285e+03 3.071125102349303233e+03 2.006295587685603550e+03 1.569244712949596078e+03 1.018995359190898057e+03 1.448641586667204830e-05 6.691750255447809063e-06 -3.909498161513380747e-06 4.326101826997693453e-06 -1.064556173752080434e-06 -1.624576611393385018e-06 -1.065193490802111487e-06 -9.646041434712100821e-07 4.792393869401308064e-07 2.887280357570017679e-06 9.011971543577993124e-07 -1.650861783440548092e-06 1.876930420265300249e-06 -1.597114704776335239e-06 -9.740801438722865866e-07 -7.843446732299569564e-07 1.245302727415890431e-06 -2.294095078397584052e-06 1.671300419997915060e-06 2.095558215490329919e-08 1.896943159312792925e-06 1.367513039221981508e-06 -1.638109396723739495e-06 2.731134524267090106e-06 9.999799083962326113e-07
1.105512388485544118e-04 -3.351748637826326740e+04 2.542340933250706876e+05 2.657668736485466361e+05 2.454400124892568565e+05 2.025505144727662846e+05 1.321586832050301309e+05 6.468319054678775865e+04 2.390269448818553064e+04 8.266290523471840061e+03 3.772508821182348129e+03 2.880959338518054210e+03 2.356445748310792169e+03 1.517629581757781125e+03 1.225277654815544111e+03 8.215814955543023643e+02 5.592524059791296863e-06 6.736927695720976675e-06 -1.453032998999678189e-06 2.009958630751504876e-06 -1.408545668272522480e-06 2.006636681960947343e-07 -1.579645911036672745e-07 -4.728188501941189663e-07 -7.996739064007630983e-07 2.353806932156695133e-06 3.265228750457985303e-07 -6.325776066211149286e-07 1.973079003437550082e-06 -1.085617113469721868e-06 -5.362501951048696869e-07 -1.089286705006068508e-07 6.913700140270276839e-07 -9.243269266301579286e-07 1.025566237224381356e-06 1.728828309437991483e-08 1.041929789692624018e-06 1.145117155213814332e-06 -1.019308249742381061e-06 1.896739262080291840e-06 8.343597856892172914e-07
7.458457900794318357e-05 -6.754192321852265741e+04 1.451164565426639456e+05 1.584490455629787175e+05 1.546924991799405252e+05 1.321586832050301309e+05 9.427960960671259090e+04 4.810999528527814255e+04 1.822318862463300684e+04 5.966024022600753597e+03 2.509863862301745939e+03 1.909427535470807015e+03 1.580790003923774748e+03 9.803619631506493306e+02 7.921389173077718624e+02 5.199863293884502582e+02 7.480903745977186500e-06 4.891053995954966695e-06 -1.970210493089009451e-07 3.203616423714066229e-06 -1.487031035525861073e-06 4.525374205061627613e-07 -2.750187624497347302e-07 7.029794148811423328e-08 -8.953568254388398444e-07 1.915233930517584082e-06 1.214954121758709358e-07 -4.067976718066626011e-07 1.252699205362128041e-06 -7.318729278195948815e-07 6.271722844218636184e-08 9.169792049421188746e-08 7.103662301756482795e-07 -4.293580056618094376e-07 7.256397795956287746e-07 -1.327398573142906422e-07 5.125939287240748596e-07 5.711887615026356244e-07 -6.103723662120529368e-07 1.354495566852129460e-06 3.156760887528635056e-07
2.828103585988860162e-05 -1.729297696966116564e+04 7.167641546639011358e+04 7.359214052192562667e+04 7.509855618776741903e+04 6.468319054678775865e+04 4.810999528527814255e+04 2.674310418576431766e+04 1.055075795205243230e+04 3.395095930225790198e+03 1.305874321480433082e+03 9.888795344608257665e+02 8.236837976295937551e+02 5.279222963631982566e+02 4.091600271938182800e+02 2.587528138256961370e+02 5.521024004226639329e-06 3.215609608345325049e-06 4.703725909978297672e-07 2.011281923051479574e-06 -1.072971291915005730e-06 5.176251194925151284e-07 3.714724976252622870e-08 1.635176334666373735e-07 -7.047585840967046044e-07 1.530596595294924634e-06 5.334753801081036449e-08 -1.652913861361592938e-07 4.093207996014515219e-07 -2.249677602068909831e-07 3.576031319752597079e-07 3.613499307546970260e-08 4.142069356622769035e-07 -9.387144720141469481e-08 3.736200645031838402e-07 -1.027723398016655062e-07 7.307655254345529601e-08 2.402065357422131847e-07 -2.839062039039871215e-07 7.084028543200187292e-07 9.249123932715612380e-08
-6.077363399005752982e-07 2.535492169689069488e+04 3.133239979493977808e+04 2.787709462272738165e+04 2.833769904858765949e+04 2.390269448818553064e+04 1.822318862463300684e+04 1.055075795205243230e+04 4.778952223731617778e+03 1.730217148347135662e+03 6.768658742221534794e+02 4.721427071711331109e+02 3.849511593853645763e+02 2.572096277859698148e+02 1.874191370423683622e+02 1.207675370991241550e+02 3.339258473009462177e-06 1.071937416956400623e-06 3.554064844088422979e-07 9.875248582375008763e-07 -4.599262567677457804e-07 -2.528580449006428479e-08 3.173920187902466673e-07 6.991749134922747315e-08 -3.792720235427276396e-07 8.760035028255497106e-07 -2.550687751037620359e-08 -2.066635488829029579e-08 1.122959622513990574e-07 -1.264077658555516376e-08 2.661274466172584400e-07 9.481234406582202974e-09 1.919415045864855199e-07 6.016731413454084677e-08 1.483438710012847670e-07 4.450863837124186573e-10 2.978387424028255447e-08 1.582553262852584369e-07 -1.557656235045644264e-07 3.043878636856422723e-07 5.086268887157977351e-08
-4.597252445600979389e-06 2.381416542423591454e+04 1.530474723186683150e+04 1.151209027485291517e+04 1.057945231521371898e+04 8.266290523471840061e+03 5.966024022600753597e+03 3.395095930225790198e+03 1.730217148347135662e+03 8.677397998563665169e+02 3.778902799383391198e+02 2.316279377607419008e+02 1.806543321955576005e+02 1.278010950185781525e+02 9.344511517687486446e+01 6.282509124083498619e+01 1.651964680572896253e-06 4.022478483360640484e-07 -1.120772155176304441e-08 3.526956632692759750e-07 -1.348456770905657767e-07 -1.736538012234659995e-07 1.916164701377673125e-07 8.422318271753287347e-09 -4.409240830607130533e-08 3.446818559076875397e-07 -8.048002746122137304e-08 -3.102800763294494356e-08 9.128186405223987629e-08 -5.887942320961076993e-08 8.382442921875026002e-08 -2.460060482042635782e-08 7.629172160768402789e-08 1.927104382965789420e-08 3.510645098543325511e-08 3.626324417086114046e-08 3.399356176119320121e-08 1.181220918143538104e-07 -1.367295677808724198e-07 1.202145999034091269e-07 5.321663285380412979e-08
