1.202176098555529826e+01 -2.301929705701175166e+00 1.199998217977620740e+01 1.144010463581251358e+00 1.324123232969577302e+01
1.132040437924221621e+01 -1.769303783613817016e+00 1.201468196238520214e+01 9.734826671976146706e-01 1.332939020839826938e+01
1.229813222786356519e+01 -7.767010947153611955e-01 1.208447732234537320e+01 1.073561939333374404e+00 1.318820531602388613e+01
1.125287769508680213e+01 -1.392608168702140103e+00 1.201261058645561697e+01 1.185232795878741641e+00 1.332809458912598899e+01
1.162779336841129840e+01 -1.435599402490830734e+00 1.200489311906185641e+01 1.052888730192638622e+00 1.328851593420774435e+01
1.146803363241614093e+01 -7.427337684291566156e-01 1.208896703806496653e+01 1.135361917797675702e+00 1.334344343591748761e+01
1.073085282256327844e+01 -1.889750399174396467e+00 1.200740307739511969e+01 8.589299319571017666e-01 1.348925707763291193e+01
1.174166071914028997e+01 -8.479600968583469456e-01 1.205569914285270450e+01 1.038787806863098462e+00 1.328480479616532683e+01
1.197128565757974350e+01 -1.283501504284117578e+00 1.202950361185605210e+01 9.943060916352839396e-01 1.321400576719744180e+01
1.077487682221505949e+01 -1.870979956682693901e+00 1.198979140520413011e+01 1.027640178628060674e+00 1.337115739797677172e+01
1.247948891583305731e+01 -6.947395259001281076e-01 1.210282039373976382e+01 1.011165900059324274e+00 1.316465123969582329e+01
1.035983537613256189e+01 -2.220060349247616305e+00 1.198927632369441909e+01 1.069508414522252204e+00 1.337745474773009668e+01
1.171284645658114343e+01 -1.802619437653996126e+00 1.198703863589366669e+01 1.019382855957755130e+00 1.325793089864218821e+01
1.072750112212366780e+01 -1.548005503806788585e+00 1.201156252164763494e+01 9.077438043317089811e-01 1.346823680980036819e+01
1.223813918715021209e+01 -1.135515472889268684e+00 1.204047285534164935e+01 9.217801335597604062e-01 1.313617034500638425e+01
1.265692989922881928e+01 -5.207628955495008372e-01 1.213576277217838140e+01 9.117611639169912463e-01 1.306075557255908670e+01
1.205706855387326826e+01 -2.209884426158842619e+00 1.198867837092321942e+01 1.186737127118032253e+00 1.321725427821180254e+01
1.217776385473328382e+01 -1.551468977968883500e+00 1.202153844198546473e+01 1.078511149733685448e+00 1.320490231110318113e+01
1.125952451483810535e+01 -7.977344370874155377e-01 1.208720666843787406e+01 1.166523325247601273e+00 1.332921980883595836e+01
1.153503301719420904e+01 -1.233512013160362519e+00 1.204291284844722121e+01 1.025682580783693565e+00 1.327456613371402305e+01
1.180901384326813819e+01 -1.010515209721536412e+00 1.205934747648616678e+01 1.273625300283819373e+00 1.330808238026211576e+01
1.025715471289706215e+01 -1.806944016924219909e+00 1.201009616514905964e+01 8.842666017487285091e-01 1.350047314905637030e+01
1.070912568868198811e+01 -1.063807700955669677e+00 1.204037081481069471e+01 1.184787852286213639e+00 1.334644956071065991e+01
1.015954307837314019e+01 -1.105012456345520588e+00 1.206013357025384103e+01 9.319356183393953108e-01 1.347441392207103306e+01
1.077332944284933092e+01 -1.417781170517000033e+00 1.201074444856608459e+01 1.009205565155562034e+00 1.338663441293146050e+01
1.255273957404689966e+01 -7.866342125500789262e-01 1.206868594434663144e+01 8.756917590448628497e-01 1.305648190454298607e+01
1.050984602770413900e+01 -1.523092311911656171e+00 1.199660899011015758e+01 1.023872682056223171e+00 1.339090211165956745e+01
1.136766211028290030e+01 -1.110366662854894937e+00 1.202899854225159793e+01 1.049445869900801132e+00 1.331281779365159856e+01
1.209957419183615812e+01 -1.239768471212471690e+00 1.204040576649910399e+01 1.099503941315127076e+00 1.320701508112128941e+01
1.036401277124622666e+01 -2.037057716448867239e+00 1.198948502684105399e+01 9.556857876151575448e-01 1.343131632154800137e+01
1.137203323806548738e+01 -1.459571863848352802e+00 1.201999565695115990e+01 8.988868230392652592e-01 1.333735366033087644e+01
1.172042374362582429e+01 -1.281509875950550104e+00 1.200956034949677864e+01 1.191826670764943197e+00 1.327907880475924429e+01
1.117104821787752833e+01 -1.648088302054181886e+00 1.202228823408249170e+01 1.188475364448549287e+00 1.332435783717759925e+01
1.047506808557632141e+01 -1.545778168603658020e+00 1.202677589610423681e+01 1.271042604890773919e+00 1.335285220197309286e+01
1.047878626522303414e+01 -1.977764260662337792e+00 1.201631750689893785e+01 9.163986132327091028e-01 1.344197903334812061e+01
1.058296025804725282e+01 -1.101836498508576012e+00 1.205231773908583293e+01 9.205289980318122067e-01 1.347560774695181607e+01
1.102958708779612174e+01 -1.479373776205871627e+00 1.202925520858985209e+01 1.182242643150115180e+00 1.332561711528617110e+01
1.175357773829612640e+01 -1.002563253231737672e+00 1.206759028145444113e+01 8.148420797037327912e-01 1.329166117334837338e+01
1.203566991984691015e+01 -1.894832205735266673e+00 1.199823209329188067e+01 1.040210083034388999e+00 1.321520894516348932e+01
1.266239630482039580e+01 -1.351437829318834050e+00 1.200861705116149025e+01 1.130348163075746148e+00 1.311200754953369163e+01
1.082516368953868735e+01 -1.775235473840877765e+00 1.200920837274417430e+01 1.168614367932923948e+00 1.331846219932395670e+01
1.156960236310073675e+01 -1.988754613014707351e+00 1.200404038420494501e+01 1.112916428179536732e+00 1.329246372754815120e+01
1.220971248139720089e+01 -1.526125875422009504e+00 1.200833916784069011e+01 1.049659096991669038e+00 1.319304289271627084e+01
1.281802737589875640e+01 -9.176383010262011419e-01 1.205283127182607039e+01 1.206249884234547487e+00 1.315504907423002656e+01
1.104239527954219291e+01 -9.067444809965675701e-01 1.207462478784518822e+01 9.615291761711165508e-01 1.338162580674014812e+01
1.241366798296157903e+01 -1.777941247181434647e+00 1.201674937450294856e+01 9.864012444845356997e-01 1.312231251889406636e+01
1.025203791336834236e+01 -1.344732971528450172e+00 1.202500917505945743e+01 8.506469042907819356e-01 1.355456561238580804e+01
1.250847252838262236e+01 -1.078203709133394916e+00 1.205716536417987683e+01 1.067232172785331112e+00 1.314577327588400379e+01
1.067848200573205020e+01 -1.630452104822661896e+00 1.201606702072964872e+01 1.036714174203592798e+00 1.336996438453690494e+01
1.132216639785724155e+01 -1.295369242602087967e+00 1.203452993658667225e+01 1.231484416442950813e+00 1.332976950633650404e+01
